transaction_id,customer_id,product_id,amount,payment_type,transaction_time,status
68e4d35b-76a6-4a04-af92-61d7ab7c97bc,1099,561,311.46,UPI,2025-06-12T22:04:18,SUCCESS
dc30555b-9b14-4736-bbb8-2dab3014296d,1156,664,969.67,debit,2025-09-13T02:36:36,SUCCESS
85f22307-973f-42ad-82dd-ef8c67d82a77,1305,501,751.96,wallet,2025-04-16T15:59:42,SUCCESS
dce4d9e5-e406-4540-b5d6-62d810fc1212,1362,584,112.26,CREDIT_CARD,2025-08-09T08:59:39,SUCCESS
5720349e-2916-4fc8-9083-acc121970e8c,1156,689,666.39,CC,2025-05-01T09:43:41,SUCCESS
b6ed48f8-180e-4883-8140-c2095fa30091,1276,681,924.21,Upi,2025-08-12T13:50:05,FAILED
f6a172bd-5890-4f5a-9df9-692d2e8021e1,1364,541,890.19,WALLET,2025-02-01T23:50:55,SUCCESS
6ac67597-ce17-46b7-bfeb-8930958016fa,1474,578,921.34,wallet,2025-05-02T04:03:38,SUCCESS
165619a5-063f-43c0-92ad-c840e149e1e1,1296,524,424.49,Upi,2025-04-05T00:24:57,SUCCESS
178f9174-acec-4bad-b063-8a2a40abd879,1348,674,755.9,CC,2025-06-11T06:26:53,SUCCESS
14d9a279-4a02-43a9-9263-710f55120818,1494,545,163.45,WALLET,2025-03-10T16:56:53,FRAUD
770a08c0-7e18-4f3c-a7d9-9624413a8226,1174,521,831.08,upi,2025-07-13T11:03:59,SUCCESS
58efe4c3-99e1-44ae-a16d-31b565a6652e,1250,611,971.33,DEBIT_CARD,2025-03-06T19:43:04,SUCCESS
d5b35f8e-3749-40da-88e6-bee0c5359e70,1195,631,303.69,CREDIT_CARD,2025-07-30T08:00:52,SUCCESS
fdc25b72-678c-4a64-88e3-13aae7b6ad4b,1326,502,762.05,debit,2025-07-09T04:48:14,SUCCESS
a6369b84-6be0-423d-92d1-fc4f767bb335,1102,661,770.7,netbanking,2025-06-27T13:14:55,SUCCESS
d535719f-b688-4c8f-aa5e-8abd54f9da56,1199,675,940.88,WALLET,2025-02-27T16:48:13,SUCCESS
6832a359-ef64-448f-bd6e-907b60712536,1459,679,516.94,CreditCard,2025-08-21T17:58:33,FAILED
9a8e50f1-281c-468c-b4e8-74f2da4f5db8,1401,533,757.03,CC,2025-09-02T15:14:13,SUCCESS
42a0f4fb-ebed-49be-ad21-5d3d28c635d6,1336,598,952.84,DEBIT_CARD,2025-05-06T02:46:27,SUCCESS
5b925a33-a0ab-4e22-b057-b9c879ed4470,1412,525,103.6,debit,2025-03-09T09:32:12,FAILED
ae4bf8c9-1ce2-458d-85b3-d306cf7beead,1129,578,811.44,netbanking,2025-04-25T05:18:52,SUCCESS
15b6a8a7-fb04-4d29-9396-2db20435773d,1169,584,374.91,DebitCard,2025-03-25T05:52:59,FAILED
d3a6c475-1f60-4032-a3be-433c54b9751b,1220,511,648.7,CREDIT_CARD,2025-01-04T20:06:46,SUCCESS
4335bb8e-1bb8-4972-913c-17e830d28633,1475,599,407.11,upi,2025-06-24T23:59:31,SUCCESS
e8861af8-65b4-4c30-ab10-510264db354f,1014,665,457.55,CC,2025-03-28T12:58:46,FRAUD
ce90754b-7824-4bdb-8807-e78e236c3ca6,1423,632,466.75,upi,2025-02-23T04:51:44,FRAUD
761203df-06bf-47cc-baa7-8caf37c383e7,1404,644,387.85,WALLET,2025-01-29T17:41:41,SUCCESS
5d94ffc7-615e-421b-931e-acc2fe61e1ff,1310,697,303.89,DEBIT_CARD,2025-07-15T18:49:38,SUCCESS
879051ab-3777-4051-ab3a-659437478ff7,1368,684,946.76,wallet,2025-03-26T12:04:44,SUCCESS
632ede77-b03e-49ca-a6c7-0bd66794e1d7,1224,613,333.44,debit,2025-03-01T16:07:05,SUCCESS
c79c2ca7-40b3-449e-81ed-29b5584da572,1358,652,147.57,NET_BANKING,2025-04-29T12:42:27,SUCCESS
de68b1cb-a33c-42d5-9a05-4aa2e57df776,1246,567,11.32,WALLET,2025-09-06T19:55:09,SUCCESS
534f8f3a-38a0-43ab-b6e8-01b742d13c71,1494,622,998.99,NetBanking,2025-04-12T07:05:37,SUCCESS
7b152918-2daf-4ded-8e16-0324ccdf139d,1393,561,397.58,upi,2025-07-03T22:54:43,SUCCESS
99cbed09-be19-4b68-85c0-e72b5a59158b,1396,655,477.36,netbanking,2025-05-25T19:32:29,SUCCESS
4a90b48a-9801-4a47-b6e7-2892bb7cd8ac,1490,512,409.2,netbanking,2025-03-07T21:21:00,SUCCESS
e98da519-6d04-4c1d-abef-9f8a5691aac6,1474,623,462.59,upi,2025-03-27T20:40:52,SUCCESS
377d71a9-d6da-4dc3-9f85-2146bac09626,1428,508,44.4,credit,2025-09-04T14:29:35,FAILED
f59439bc-dbd8-45c6-8edb-d2c05d603aa7,1342,550,324.09,DC,2025-06-08T14:23:19,SUCCESS
891a72ec-b769-41d2-b503-053412dc78ac,1181,650,901.92,Wallet,2025-07-26T14:46:44,SUCCESS
5c319254-4b57-4845-8e16-109a26d7f89a,1395,574,926.73,DC,2025-06-06T17:40:51,SUCCESS
9664c9cc-ce68-477b-9ad2-1c901fb36c76,1101,502,743.44,WALLET,2025-07-20T02:36:49,SUCCESS
14cba5b2-d3cf-419c-afea-adf21547c194,1242,550,794.01,NET_BANKING,2025-09-07T20:38:53,SUCCESS
8f0a580d-0939-4743-8662-d11fb0430b44,1397,529,202.51,NET_BANKING,2025-02-28T03:55:39,SUCCESS
130715e2-43af-4dc5-9678-d7fb77426591,1095,640,449.92,upi,2025-01-17T01:26:01,SUCCESS
dad8d532-37e8-4ae7-8a93-e5aba32c24d3,1235,509,126.28,CC,2025-07-19T22:36:46,SUCCESS
aa8a30a1-b6cc-4a77-8f80-93369d008965,1004,684,187.94,NetBanking,2025-06-27T23:00:38,SUCCESS
e783ec58-54b3-4b99-a725-9de91da899dd,1364,583,43.78,debit,2025-03-09T04:21:14,SUCCESS
29b48016-6b01-45c0-9c7f-9999ddd58bfd,1030,647,83.15,WALLET,2025-01-30T03:59:11,FAILED
5e6cf8c7-5524-4a36-a8fb-641c0e7c77be,1208,645,583.82,DC,2025-04-09T20:42:52,SUCCESS
ec0ef648-abb4-4c73-91a1-04bd1a368ec9,1073,665,689.4,DEBIT_CARD,2025-04-25T15:17:28,SUCCESS
3c2899cb-e934-449c-b20c-334c5db6111a,1130,569,911.17,Wallet,2025-04-03T08:31:50,SUCCESS
4c4ba5b4-7d41-44d5-a393-f6e6767fb0ad,1498,682,957.53,CREDIT_CARD,2025-03-21T07:54:52,FAILED
7631a215-8576-43d6-8f93-7bd1692f5aaf,1486,689,28.57,CREDIT_CARD,2025-07-05T22:49:04,SUCCESS
f110b3dd-0f9e-4b23-957a-3ba00666ff6a,1460,520,126.7,WALLET,2025-02-05T04:41:55,SUCCESS
b4ca39b7-426e-4820-9350-4864ed4f2208,1188,527,38.12,DebitCard,2025-07-26T22:03:58,SUCCESS
03422e17-6720-48ec-bb93-d778af3330b2,1320,502,724.94,CC,2025-02-23T05:29:40,SUCCESS
241417e4-f580-4421-ad55-a9a4f5b762dc,1350,519,806.83,WALLET,2025-01-21T20:45:00,SUCCESS
ad498610-ce99-41c6-9292-47837c8ccc39,1133,611,832.21,wallet,2025-06-07T23:19:32,SUCCESS
0a903e92-0312-4a24-b37d-6bca31f81872,1412,685,297.19,CC,2025-06-10T10:36:37,SUCCESS
2146579c-0ded-4243-a749-0398cac0bc2d,1196,528,134.25,upi,2025-06-10T17:31:20,SUCCESS
fd4defb8-d2c0-4799-8bf2-190b7d9c711f,1333,628,176.94,wallet,2025-01-28T03:09:57,SUCCESS
8db1828f-c6a1-46e4-a32f-925581899ec6,1100,523,826.91,DC,2025-02-04T04:51:42,SUCCESS
eadc7a2a-3049-47fa-9ec2-a1430783b7c2,1182,638,777.15,UPI,2025-09-02T02:46:58,SUCCESS
2f401eb5-76f8-429b-9ba0-1ca33f9b541c,1376,554,648.16,DEBIT_CARD,2025-03-13T23:06:24,SUCCESS
ed55908f-78cc-4f90-91ed-f504ce429b93,1041,640,902.52,WALLET,2025-07-21T04:45:02,SUCCESS
b46e1aee-f2a7-496d-bcc0-41ae95eaec17,1132,520,893.47,UPI,2025-08-30T21:23:17,SUCCESS
b3a4a12a-20f9-4576-af38-fb50bbe3570f,1334,615,373.99,wallet,2025-09-03T08:25:23,SUCCESS
39e05047-d4e0-4066-95f2-53b1379fcc5c,1050,640,796.49,UPI,2025-07-02T00:40:56,SUCCESS
48ba517a-5b58-41c6-b8aa-c43c6de508ab,1204,517,139.01,upi,2025-09-01T03:54:48,SUCCESS
1df874c0-fa40-434b-b2fe-2456f35be8b6,1251,677,994.88,netbanking,2025-07-04T00:32:51,SUCCESS
4f694f0b-13c9-437e-bfc9-4674033e3f09,1445,646,142.84,NET_BANKING,2025-04-04T22:27:26,FAILED
3e98c03d-8eb2-478a-96c2-c36b6d231e8e,1125,645,480.03,Upi,2025-07-14T17:13:19,FRAUD
649a04c0-d0d0-4af6-a22f-bee5919889f3,1415,614,712.98,upi,2025-02-23T10:02:15,SUCCESS
c82bd317-c945-4637-b8dd-8cac654d91db,1123,628,704.35,netbanking,2025-04-24T22:51:33,SUCCESS
ee86587f-7f9d-4357-9de0-86366dcfa9d1,1441,510,85.98,Upi,2025-01-23T12:27:20,SUCCESS
f26f39c0-3691-40ef-b43a-ea13cf09cc89,1089,699,17.21,upi,2025-02-02T04:07:48,SUCCESS
2ea22df5-38d8-465d-98b1-2c9701f2e3c1,1121,546,713.54,wallet,2025-01-30T20:26:50,SUCCESS
f5382c72-52e3-441f-ae25-629cf4c860ff,1439,592,310.06,CREDIT_CARD,2025-08-19T08:29:21,SUCCESS
c1c20b35-4e56-483c-829b-3f22e23cadf7,1203,548,303.07,WALLET,2025-02-10T01:03:53,SUCCESS
16bce89a-e459-4b06-81b2-8b45fd8185e6,1223,564,925.12,Wallet,2025-02-02T16:19:30,SUCCESS
803b204b-8f4f-4f0d-8015-390a96f7dd4e,1242,666,409.15,Upi,2025-04-22T20:56:06,SUCCESS
a6444789-891b-4b64-b87a-94455bdcad4d,1153,680,152.43,UPI,2025-01-24T23:09:47,SUCCESS
44b86e6f-0fb0-4e2e-9909-b79f04cce6cb,1144,526,699.33,DebitCard,2025-04-20T05:55:28,SUCCESS
8fc9fb78-f236-4ddf-aea4-42fbaf9ddc18,1475,504,838.52,WALLET,2025-08-04T21:40:43,SUCCESS
c5eabcd9-946c-40ee-b758-5cf7f18185c2,1291,592,805.24,UPI,2025-05-25T09:01:41,SUCCESS
200c665b-5fca-42bf-a5a7-e102fea03a5c,1297,539,690.53,NetBanking,2025-03-12T08:47:05,SUCCESS
bdca0339-0e19-45f2-8c06-539ab3e7bc56,1397,501,473.31,DebitCard,2025-07-03T01:37:48,SUCCESS
98b119db-159e-4256-8050-8e04308cbe9c,1388,683,805.2,Upi,2025-06-13T20:36:54,SUCCESS
7d19de79-15c6-4c97-a856-e0e28bb30160,1202,684,954.26,CREDIT_CARD,2025-06-08T04:21:28,SUCCESS
fd6d769a-84a8-4160-ba3b-d04b805e0269,1224,628,534.08,Wallet,2025-03-06T03:43:53,SUCCESS
ade57b9c-6895-4da7-a0b1-f3f723d94aba,1448,500,49.15,debit,2025-02-12T03:35:58,SUCCESS
b23d27ca-4b7b-4fb0-b03c-2a219dd2a345,1234,645,240.21,NetBanking,2025-06-06T12:33:04,SUCCESS
d49833d2-1ea7-4f89-824b-bc3564093944,1230,512,311.98,upi,2025-05-15T18:16:13,SUCCESS
d381a5fd-4d93-4bd9-864d-1dac7a058cda,1089,601,27.01,DEBIT_CARD,2025-05-24T07:08:59,SUCCESS
ff0b2a67-a792-4f99-af1e-d54cf531b8bc,1485,683,866.21,netbanking,2025-07-14T02:42:43,SUCCESS
57377ba6-8996-4560-b47c-5d373135a8ff,1400,667,690.38,wallet,2025-02-17T20:12:09,SUCCESS
9f54868b-3359-4db6-9f7d-a925f57a0226,1260,631,657.93,netbanking,2025-05-30T09:49:24,SUCCESS
ec454faf-4e4e-4b4f-a602-6b5c6ee6c071,1035,536,484.49,NET_BANKING,2025-01-14T07:29:02,SUCCESS
6eca67a8-d247-412e-8fb9-a4f72814a4e7,1438,582,424.03,wallet,2025-05-06T20:18:56,SUCCESS
87d0b6a6-a2ab-460f-b94e-1b2bd84937ee,1419,531,974.47,netbanking,2025-01-26T18:58:31,SUCCESS
1a4100d1-f4ba-4e04-97ab-155567ce86d3,1140,536,194.01,CreditCard,2025-09-11T01:53:46,SUCCESS
d19c2a29-bed2-46bb-a2d5-65afdd5b2725,1327,648,290.85,debit,2025-08-06T14:48:05,SUCCESS
2f0b8636-d360-4d27-8058-e9bfdd38cb1b,1088,505,15.08,Upi,2025-01-30T13:38:46,SUCCESS
4771e164-1131-4806-bff1-cba4ab70ac3b,1436,599,444.01,NET_BANKING,2025-08-23T00:29:55,SUCCESS
517f5c4e-b3c5-4483-a693-ebfa392f3f64,1177,640,343.21,upi,2025-04-29T13:23:25,FAILED
47f38503-c4e1-4835-92a4-96318917ff3d,1089,650,235.27,debit,2025-06-30T09:50:04,SUCCESS
c19a4d53-cc05-4358-974f-b74ca999aaa0,1248,505,258.33,credit,2025-09-03T18:28:14,SUCCESS
3b15596b-09d5-458c-aba7-48d20cb4bd29,1435,660,114.27,wallet,2025-01-23T08:31:19,SUCCESS
eea69979-7d8e-4c1b-af13-5f8a68678eec,1057,645,14.38,DebitCard,2025-06-19T18:40:03,SUCCESS
166656fa-a9cc-403d-8550-9a75b978dede,1293,561,492.44,credit,2025-06-09T09:40:55,FAILED
78abe15d-1ef7-4367-b434-e4465badaeb2,1368,632,870.67,Wallet,2025-09-08T04:39:54,SUCCESS
57b2264a-babb-4050-950e-7bc4fcdbfa39,1475,565,915.11,wallet,2025-06-21T08:23:45,FAILED
518624d0-dc4d-4fad-a670-e596e9ab68a5,1373,583,376.13,CC,2025-06-18T13:41:58,SUCCESS
5b17a7c3-10d3-4bf0-9d73-4db535ab2133,1490,587,725.84,NetBanking,2025-03-20T05:01:53,SUCCESS
5cab8f11-b6be-491b-90e0-c900e190480c,1236,618,405.54,CreditCard,2025-08-14T13:46:48,SUCCESS
38745c90-04fc-4f98-b363-d18af2a1980b,1391,645,60.58,NET_BANKING,2025-08-20T02:38:07,SUCCESS
5e09e25e-d711-4370-924d-748b4d28aec2,1230,667,285.2,CREDIT_CARD,2025-01-14T23:53:17,SUCCESS
4f5d2cb4-15e4-4577-8da9-bcb17803c518,1277,670,660.33,UPI,2025-06-08T18:17:27,FAILED
81201074-9d05-4d90-a67b-b4176da655d9,1201,569,602.62,DebitCard,2025-04-05T06:37:05,SUCCESS
ad712248-8229-4154-8f03-49eea5a2ada2,1174,615,437.58,upi,2025-01-18T18:44:50,FAILED
d57a226b-146e-46ad-a395-e624c6b2e75e,1423,568,689.21,CreditCard,2025-06-05T22:59:35,FAILED
b9fa213b-b83b-4fba-a66f-6b4101b5be87,1357,545,668.31,wallet,2025-04-22T20:33:41,SUCCESS
707012fa-e7a5-48f2-a36a-8f1432657bc0,1176,628,778.67,CC,2025-05-18T10:36:07,SUCCESS
bf22b8fc-19a2-4510-9530-e8dd132b1949,1403,653,341.43,DebitCard,2025-05-17T19:34:26,FRAUD
04698543-a559-4c5a-91f5-6adaec8d4f16,1447,620,340.53,WALLET,2025-08-08T04:34:39,SUCCESS
41edc3e7-9ae2-4fc5-bf03-40b0c559dbb2,1051,614,508.91,netbanking,2025-08-27T02:08:30,SUCCESS
54bdf577-ff87-4f3b-8634-2fb487ba143a,1280,697,378.87,UPI,2025-05-23T01:32:20,SUCCESS
b6df5f72-9add-4b32-9bc3-e0d8c93f139c,1041,683,635.3,netbanking,2025-01-05T12:41:39,FAILED
5a405106-5f77-4416-9881-7f2389632d3a,1270,507,61.84,Upi,2025-04-05T22:30:49,FAILED
179c8400-979c-4a81-aec5-0096b344ada2,1192,648,143.98,debit,2025-07-19T06:44:03,SUCCESS
a49bd484-b8fb-4d68-bc2b-07392028c716,1400,579,635.38,debit,2025-01-02T03:29:58,SUCCESS
892b9abe-279d-4e99-92bc-49e9dd8223c0,1084,645,466.13,DEBIT_CARD,2025-07-25T19:53:21,SUCCESS
4eae5576-ebe8-40da-89e5-fc5143bd1ff0,1095,667,341.57,wallet,2025-06-24T09:57:29,FRAUD
9a6b13c7-87cc-4c7f-b09a-bea8b0533998,1303,692,110.52,CreditCard,2025-05-07T06:13:11,SUCCESS
89759b83-541c-4946-bf3b-93ebc4c57edc,1194,699,528.03,CREDIT_CARD,2025-04-11T18:22:36,SUCCESS
5c46452b-5745-4d69-9d5c-e70e7e415378,1395,673,542.91,DEBIT_CARD,2025-02-06T03:12:16,SUCCESS
a479d859-79a8-42fd-b111-161706bd54fb,1324,564,177.4,CreditCard,2025-03-16T14:11:46,FAILED
6fc965ef-2503-4eaa-bf3f-14fd7083e4df,1379,553,274.46,wallet,2025-04-27T18:11:30,SUCCESS
728b0019-3289-4197-8e5c-3ec1c75f91db,1195,675,672.88,CreditCard,2025-06-18T01:05:01,SUCCESS
fa045141-6949-4b7b-82cd-975dc8e38c56,1284,639,971.47,WALLET,2025-05-09T21:43:50,FAILED
e1094107-9b7e-4318-a946-f5d6b87ed8c8,1258,617,209.46,debit,2025-05-02T19:40:27,SUCCESS
4515b791-5497-47de-acdb-8de6a3373693,1493,643,304.04,upi,2025-03-29T12:18:06,SUCCESS
e6d23359-49e3-49cb-84c5-d9a6f7e4f72a,1077,593,490.4,Upi,2025-06-26T14:33:37,SUCCESS
e1ca221b-35f6-4b47-8133-f4e7d812b2bd,1247,509,860.89,NetBanking,2025-08-02T00:46:41,FAILED
c6fa8b9f-4a03-4884-b19b-c88a83888334,1214,659,670.17,CREDIT_CARD,2025-05-31T15:33:45,SUCCESS
53e4371b-cb1a-446a-9b32-0499d84ca104,1283,617,379.52,CC,2025-06-10T15:12:11,FAILED
14d262bf-2570-4058-a375-dd2187149588,1164,563,687.08,Wallet,2025-04-11T15:53:03,SUCCESS
57acbe21-21e3-458a-b23d-64764a939f5e,1318,551,897.44,UPI,2025-05-05T11:55:34,SUCCESS
d9f4391f-b085-4f69-beda-35c069abee2f,1272,619,633.68,WALLET,2025-09-13T02:22:34,SUCCESS
a32800c4-8e15-434d-950b-3d4499d1d697,1451,591,320.52,credit,2025-07-31T07:30:31,SUCCESS
803eca84-0f70-4e37-971e-dd5265798eac,1415,688,794.52,CreditCard,2025-06-07T11:05:46,SUCCESS
8876d940-6373-4fe0-b7ee-7a7348c803fb,1377,622,186.34,Wallet,2025-07-06T13:22:45,SUCCESS
dbcfa533-499f-4967-b6f7-ec5937386736,1489,698,558.84,CREDIT_CARD,2025-02-09T03:35:15,FAILED
2a136149-8d1c-4b49-a3c2-9a55af9498bd,1096,514,318.7,netbanking,2025-04-06T10:13:31,FAILED
0cf230f9-8d4a-4259-ba6a-906f16897e18,1478,657,113.76,WALLET,2025-06-15T04:30:00,SUCCESS
8a68bb7d-eef7-41b5-ac24-01537e0984c0,1295,646,937.37,UPI,2025-06-27T06:40:54,SUCCESS
882e93da-534a-43e6-b3a5-95a2d0c79e82,1132,550,554.3,CREDIT_CARD,2025-08-22T10:04:08,SUCCESS
7c7b03d1-1b08-40c0-a2f3-9de8b7b9bb98,1051,636,145.79,NET_BANKING,2025-06-14T13:36:08,SUCCESS
4ab20868-74a2-4f6b-baca-b3f4470a78b2,1111,636,280.33,Wallet,2025-05-09T16:37:55,SUCCESS
df230a88-741c-496f-a25e-587490619e8a,1200,603,563.79,UPI,2025-04-20T15:17:03,SUCCESS
a31c4086-d386-444b-b1be-7de6136e48ce,1228,662,996.0,NET_BANKING,2025-03-28T13:48:04,SUCCESS
b59e4d8c-8a4e-4811-90c7-2756fde48921,1307,502,785.65,NetBanking,2025-06-12T14:10:54,SUCCESS
ebd1224f-1eeb-4eb1-8aa1-a13d9dfd66a6,1109,600,425.58,WALLET,2025-02-08T20:54:33,FAILED
65775d93-00dd-4e1f-b2d1-a771ee5c395c,1256,621,474.91,netbanking,2025-06-08T11:25:52,FRAUD
37e48c4f-9b63-4fc9-8034-01c5e6605538,1131,611,520.04,CreditCard,2025-02-18T21:22:44,FAILED
49ac8ad8-f8ca-4434-869c-9c2bb54efe47,1219,582,711.9,netbanking,2025-02-10T04:20:25,SUCCESS
1eb6ff06-20c6-40d9-a559-e1549cbb89f4,1223,618,136.59,credit,2025-05-13T13:12:34,SUCCESS
b5c2a5ef-57f1-4ed9-a8b7-218b29128d29,1340,549,950.26,WALLET,2025-04-22T13:44:19,SUCCESS
2d9b7d1d-0f34-4fea-81ce-bebb67c1ecd2,1433,532,87.82,CREDIT_CARD,2025-08-05T04:40:19,SUCCESS
87d46654-3ebf-49a0-8cd2-88d9e922a391,1006,524,606.14,UPI,2025-02-20T18:22:47,SUCCESS
7de824b2-0c9b-47e7-9e7a-33dc70fb3156,1180,547,353.98,CC,2025-06-21T09:47:16,SUCCESS
20d3e442-30e5-4754-ab6c-ec9d09535a48,1498,603,771.42,CC,2025-08-23T14:54:40,SUCCESS
17420f82-a5dd-46c6-896b-a94e12ee7655,1483,584,690.53,NetBanking,2025-08-02T06:26:07,SUCCESS
aee94383-9562-43c2-a961-88c51edf7b6f,1085,687,826.65,UPI,2025-07-25T11:15:22,SUCCESS
a65ca6f2-31da-4ad9-b934-f05ad918b12d,1439,540,236.67,Wallet,2025-04-08T20:39:24,FAILED
ed67a117-2216-457f-afbd-9af675a82c30,1137,535,639.37,DebitCard,2025-04-19T09:30:04,SUCCESS
e0130495-a5d5-464b-859d-1981f451625d,1036,538,115.08,wallet,2025-06-04T15:37:50,SUCCESS
3f763df2-87ee-4bc8-975f-b702acb39f43,1050,605,48.36,CREDIT_CARD,2025-03-22T09:11:42,SUCCESS
34478e65-a4d5-4e2b-9f17-fb61d92944d3,1379,673,288.89,Wallet,2025-05-21T05:52:43,SUCCESS
9a19299c-d605-41fc-9f9f-e341a7e1113b,1297,508,175.3,DC,2025-04-06T15:04:08,SUCCESS
b2ecfd98-3b72-44ed-b9a3-9978f1efc2bb,1223,537,953.51,credit,2025-02-12T16:43:28,SUCCESS
67110a77-c4fc-4dc0-a835-2ee94e1c644d,1288,644,290.91,CREDIT_CARD,2025-08-06T04:43:28,FAILED
